ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
3462,5,4,excelente,7943797,2023-05-22T00:00:00.000000Z
3463,2,3,aceptable,5653899,2021-09-04T00:00:00.000000Z
3464,2,1,regular,17454,2021-01-15T00:00:00.000000Z
3465,3,4,muy bueno,17389,2023-03-21T00:00:00.000000Z
3466,2,1,regular,18316,2022-11-18T00:00:00.000000Z
3467,4,4,excelente,5075332,2023-06-16T00:00:00.000000Z
3468,5,4,excelente,18147,2022-04-04T00:00:00.000000Z
3469,1,2,regular,8799648,2023-09-24T00:00:00.000000Z
3470,5,4,excelente,5195695,2023-12-26T00:00:00.000000Z
3471,2,3,aceptable,17335,2021-09-29T00:00:00.000000Z
3472,4,4,excelente,17327,2021-02-23T00:00:00.000000Z
3473,1,1,deficiente,17694,2022-01-24T00:00:00.000000Z
3474,1,1,deficiente,18212,2022-11-20T00:00:00.000000Z
3475,2,3,aceptable,5802272,2022-07-07T00:00:00.000000Z
3476,4,5,excelente,18349,2021-06-21T00:00:00.000000Z
3477,3,3,muy bueno,16925,2022-01-18T00:00:00.000000Z
3478,3,4,muy bueno,18591,2023-07-20T00:00:00.000000Z
3479,3,3,muy bueno,5246190,2021-04-16T00:00:00.000000Z
3480,3,2,aceptable,16799,2023-03-24T00:00:00.000000Z
3481,5,5,excelente,5653924,2023-02-19T00:00:00.000000Z
3482,4,4,excelente,52076,2023-02-23T00:00:00.000000Z
3483,5,5,excelente,52212,2023-05-10T00:00:00.000000Z
3484,2,2,aceptable,16667,2023-07-06T00:00:00.000000Z
3485,5,5,excelente,18026,2023-01-20T00:00:00.000000Z
3486,4,3,muy bueno,17078,2022-03-14T00:00:00.000000Z
3487,2,2,aceptable,18364,2023-01-09T00:00:00.000000Z
3488,3,3,muy bueno,5218552,2023-04-06T00:00:00.000000Z
3489,1,2,regular,17749,2022-07-28T00:00:00.000000Z
3490,4,3,muy bueno,5653881,2023-12-09T00:00:00.000000Z
3491,1,1,deficiente,18257,2022-01-21T00:00:00.000000Z
3492,4,4,excelente,17873,2023-06-12T00:00:00.000000Z
3493,1,1,deficiente,8799941,2021-09-24T00:00:00.000000Z
3494,4,3,muy bueno,18430,2021-03-21T00:00:00.000000Z
3495,3,2,aceptable,7838817,2023-03-10T00:00:00.000000Z
3496,5,5,excelente,17174,2023-07-06T00:00:00.000000Z
3497,4,3,muy bueno,18374,2021-10-10T00:00:00.000000Z
3498,3,4,muy bueno,8775337,2021-07-29T00:00:00.000000Z
3499,2,1,regular,17755,2022-05-01T00:00:00.000000Z
3500,1,2,regular,7248199,2022-12-28T00:00:00.000000Z
3501,1,2,regular,17423,2023-09-25T00:00:00.000000Z
3502,4,3,muy bueno,16785,2022-03-21T00:00:00.000000Z
3503,2,3,aceptable,17467,2021-02-07T00:00:00.000000Z
3504,2,2,aceptable,17846,2023-11-01T00:00:00.000000Z
3505,4,4,excelente,52221,2022-12-26T00:00:00.000000Z
3506,1,1,deficiente,18128,2021-06-29T00:00:00.000000Z
3507,2,3,aceptable,17541,2021-08-27T00:00:00.000000Z
3508,3,4,muy bueno,16911,2021-07-24T00:00:00.000000Z
3509,4,3,muy bueno,17324,2021-03-18T00:00:00.000000Z
3510,1,1,deficiente,16856,2021-08-16T00:00:00.000000Z
3511,3,2,aceptable,18266,2022-10-03T00:00:00.000000Z
3512,3,4,muy bueno,52054,2021-04-07T00:00:00.000000Z
3513,2,2,aceptable,18427,2023-10-18T00:00:00.000000Z
3514,3,3,muy bueno,16851,2022-03-28T00:00:00.000000Z
3515,5,5,excelente,5654053,2021-10-28T00:00:00.000000Z
3516,5,5,excelente,17459,2023-01-12T00:00:00.000000Z
3517,5,4,excelente,16925,2022-07-14T00:00:00.000000Z
3518,1,1,deficiente,5068873,2021-01-20T00:00:00.000000Z
3519,3,4,muy bueno,17017,2023-08-19T00:00:00.000000Z
3520,3,2,aceptable,18419,2023-05-01T00:00:00.000000Z
3521,3,2,aceptable,17925,2021-05-25T00:00:00.000000Z
3522,3,3,muy bueno,7144275,2023-08-31T00:00:00.000000Z
3523,1,2,regular,18466,2023-03-03T00:00:00.000000Z
3524,1,1,deficiente,5174681,2021-07-10T00:00:00.000000Z
3525,5,5,excelente,17546,2022-05-01T00:00:00.000000Z
3526,4,3,muy bueno,18423,2021-04-12T00:00:00.000000Z
3527,2,2,aceptable,18112,2023-04-30T00:00:00.000000Z
3528,4,4,excelente,7943778,2021-11-11T00:00:00.000000Z
3529,5,5,excelente,7125612,2023-01-31T00:00:00.000000Z
3530,3,3,muy bueno,9294001,2022-11-13T00:00:00.000000Z
3531,4,5,excelente,17946,2021-07-01T00:00:00.000000Z
3532,2,3,aceptable,17005,2021-09-05T00:00:00.000000Z
3533,5,5,excelente,7943776,2023-05-17T00:00:00.000000Z
3534,2,1,regular,18268,2022-10-25T00:00:00.000000Z
3535,5,5,excelente,17702,2023-01-26T00:00:00.000000Z
3536,5,4,excelente,5214638,2021-09-06T00:00:00.000000Z
3537,5,5,excelente,3960567,2022-09-23T00:00:00.000000Z
3538,4,3,muy bueno,5261893,2022-04-04T00:00:00.000000Z
3539,4,3,muy bueno,7247843,2022-05-08T00:00:00.000000Z
3540,5,5,excelente,18339,2023-02-24T00:00:00.000000Z
3541,3,2,aceptable,5653877,2022-11-01T00:00:00.000000Z
3542,1,1,deficiente,17561,2023-11-09T00:00:00.000000Z
3543,5,5,excelente,17053,2021-03-16T00:00:00.000000Z
3544,1,1,deficiente,5213833,2022-06-16T00:00:00.000000Z
3545,3,2,aceptable,52076,2023-02-12T00:00:00.000000Z
3546,5,4,excelente,17596,2021-04-12T00:00:00.000000Z
3547,4,4,excelente,17486,2022-03-24T00:00:00.000000Z
3548,4,5,excelente,17894,2021-12-30T00:00:00.000000Z
3549,4,5,excelente,7928031,2021-11-13T00:00:00.000000Z
3550,1,2,regular,52208,2021-07-31T00:00:00.000000Z
3551,3,3,muy bueno,17108,2023-02-22T00:00:00.000000Z
3552,5,5,excelente,17994,2022-10-26T00:00:00.000000Z
3553,2,1,regular,52202,2021-08-01T00:00:00.000000Z
3554,2,1,regular,8927341,2021-02-15T00:00:00.000000Z
3555,3,2,aceptable,17473,2022-04-17T00:00:00.000000Z
3556,1,1,deficiente,17112,2021-10-19T00:00:00.000000Z
3557,2,2,aceptable,18076,2021-08-21T00:00:00.000000Z
3558,3,2,aceptable,52101,2021-12-09T00:00:00.000000Z
3559,3,3,muy bueno,17952,2021-05-31T00:00:00.000000Z
3560,4,3,muy bueno,18411,2021-04-11T00:00:00.000000Z
3561,2,3,aceptable,5654006,2023-09-20T00:00:00.000000Z
3562,1,1,deficiente,5213831,2023-02-25T00:00:00.000000Z
3563,4,3,muy bueno,7165658,2022-04-06T00:00:00.000000Z
3564,5,5,excelente,18601,2023-04-19T00:00:00.000000Z
3565,5,5,excelente,17299,2023-08-27T00:00:00.000000Z
3566,2,2,aceptable,17170,2023-07-10T00:00:00.000000Z
3567,5,5,excelente,17387,2021-11-20T00:00:00.000000Z
3568,5,5,excelente,17963,2021-10-23T00:00:00.000000Z
3569,5,4,excelente,18043,2021-01-12T00:00:00.000000Z
3570,1,2,regular,17327,2022-07-24T00:00:00.000000Z
3571,5,4,excelente,52230,2021-05-11T00:00:00.000000Z
3572,3,4,muy bueno,17358,2023-04-11T00:00:00.000000Z
3573,2,2,aceptable,17846,2023-05-17T00:00:00.000000Z
3574,3,3,muy bueno,17300,2022-09-03T00:00:00.000000Z
3575,1,1,deficiente,18131,2021-08-31T00:00:00.000000Z
3576,1,1,deficiente,3530623,2021-07-16T00:00:00.000000Z
3577,1,1,deficiente,17720,2021-03-30T00:00:00.000000Z
3578,5,5,excelente,16718,2023-01-28T00:00:00.000000Z
3579,5,4,excelente,17803,2021-03-04T00:00:00.000000Z
3580,4,5,excelente,52175,2023-04-11T00:00:00.000000Z
3581,5,5,excelente,52061,2022-11-14T00:00:00.000000Z
3582,3,4,muy bueno,18509,2021-11-16T00:00:00.000000Z
3583,1,1,deficiente,17432,2022-08-24T00:00:00.000000Z
3584,1,1,deficiente,3569222,2021-04-16T00:00:00.000000Z
3585,3,4,muy bueno,52189,2023-04-06T00:00:00.000000Z
3586,5,5,excelente,17609,2022-11-19T00:00:00.000000Z
3587,1,2,regular,18562,2022-11-19T00:00:00.000000Z
3588,4,5,excelente,16815,2021-11-24T00:00:00.000000Z
3589,3,2,aceptable,52149,2023-09-16T00:00:00.000000Z
3590,4,3,muy bueno,16990,2023-05-19T00:00:00.000000Z
3591,5,5,excelente,451521,2023-03-18T00:00:00.000000Z
3592,5,4,excelente,52085,2023-03-01T00:00:00.000000Z
3593,1,1,deficiente,7107707,2022-11-10T00:00:00.000000Z
3594,2,2,aceptable,6819618,2021-07-19T00:00:00.000000Z
3595,3,2,aceptable,18380,2021-06-30T00:00:00.000000Z
3596,1,1,deficiente,18515,2021-02-19T00:00:00.000000Z
3597,1,1,deficiente,5197210,2021-01-31T00:00:00.000000Z
3598,2,3,aceptable,52107,2023-09-10T00:00:00.000000Z
3599,5,4,excelente,18069,2021-04-15T00:00:00.000000Z
3600,3,2,aceptable,52147,2023-12-23T00:00:00.000000Z
3601,4,4,excelente,18235,2022-01-04T00:00:00.000000Z
3602,1,2,regular,9295425,2021-06-07T00:00:00.000000Z
3603,2,2,aceptable,18080,2023-01-16T00:00:00.000000Z
3604,2,2,aceptable,18181,2021-07-13T00:00:00.000000Z
3605,4,5,excelente,18268,2021-12-11T00:00:00.000000Z
3606,1,1,deficiente,17946,2023-12-24T00:00:00.000000Z
3607,2,2,aceptable,16983,2022-02-06T00:00:00.000000Z
3608,1,2,regular,17129,2022-06-08T00:00:00.000000Z
3609,1,2,regular,17755,2021-05-04T00:00:00.000000Z
3610,5,4,excelente,17021,2022-07-12T00:00:00.000000Z
3611,3,4,muy bueno,52197,2021-08-14T00:00:00.000000Z
3612,3,4,muy bueno,4737941,2022-09-01T00:00:00.000000Z
3613,4,3,muy bueno,5237113,2021-03-02T00:00:00.000000Z
3614,4,5,excelente,17681,2023-01-09T00:00:00.000000Z
3615,5,5,excelente,5219515,2023-05-02T00:00:00.000000Z
3616,4,5,excelente,18203,2023-09-19T00:00:00.000000Z
3617,4,3,muy bueno,4989404,2022-03-24T00:00:00.000000Z
3618,5,4,excelente,18591,2021-12-23T00:00:00.000000Z
3619,5,5,excelente,18434,2021-03-21T00:00:00.000000Z
3620,4,3,muy bueno,4986142,2022-05-04T00:00:00.000000Z
3621,2,1,regular,18312,2022-12-09T00:00:00.000000Z
3622,1,1,deficiente,18212,2022-01-11T00:00:00.000000Z
3623,1,1,deficiente,17873,2021-10-16T00:00:00.000000Z
3624,1,2,regular,18430,2021-04-20T00:00:00.000000Z
3625,2,2,aceptable,7613890,2022-08-28T00:00:00.000000Z
3626,2,2,aceptable,5653971,2021-06-17T00:00:00.000000Z
3627,4,3,muy bueno,5237137,2022-05-07T00:00:00.000000Z
3628,3,3,muy bueno,18377,2022-04-08T00:00:00.000000Z
3629,3,4,muy bueno,9046350,2023-10-09T00:00:00.000000Z
3630,4,5,excelente,16892,2022-03-11T00:00:00.000000Z
3631,3,3,muy bueno,17883,2023-06-01T00:00:00.000000Z
3632,5,4,excelente,18298,2021-12-17T00:00:00.000000Z
3633,2,3,aceptable,17555,2023-06-02T00:00:00.000000Z
3634,2,3,aceptable,5211511,2022-04-07T00:00:00.000000Z
3635,1,1,deficiente,5654051,2023-10-07T00:00:00.000000Z
3636,2,3,aceptable,16834,2022-12-03T00:00:00.000000Z
3637,5,5,excelente,52038,2021-04-26T00:00:00.000000Z
3638,1,1,deficiente,17919,2022-08-01T00:00:00.000000Z
3639,5,5,excelente,17116,2023-10-12T00:00:00.000000Z
3640,1,2,regular,5195676,2022-06-08T00:00:00.000000Z
3641,4,3,muy bueno,17282,2021-10-27T00:00:00.000000Z
3642,5,4,excelente,18536,2023-04-13T00:00:00.000000Z
3643,5,4,excelente,18463,2021-04-11T00:00:00.000000Z
3644,2,3,aceptable,17211,2021-03-15T00:00:00.000000Z
3645,4,3,muy bueno,17927,2022-08-26T00:00:00.000000Z
3646,1,1,deficiente,17414,2023-04-17T00:00:00.000000Z
3647,3,4,muy bueno,16981,2022-07-02T00:00:00.000000Z
3648,5,5,excelente,17936,2022-12-02T00:00:00.000000Z
3649,1,1,deficiente,17835,2022-07-29T00:00:00.000000Z
3650,2,2,aceptable,7021749,2022-09-09T00:00:00.000000Z
3651,4,4,excelente,18498,2021-11-03T00:00:00.000000Z
3652,2,2,aceptable,18102,2022-06-29T00:00:00.000000Z
3653,3,2,aceptable,7764194,2023-08-11T00:00:00.000000Z
3654,1,1,deficiente,7761231,2023-12-02T00:00:00.000000Z
3655,5,4,excelente,17144,2021-07-04T00:00:00.000000Z
3656,5,5,excelente,16937,2022-06-23T00:00:00.000000Z
3657,1,1,deficiente,17418,2022-08-19T00:00:00.000000Z
3658,5,4,excelente,7140941,2021-09-22T00:00:00.000000Z
3659,3,3,muy bueno,18433,2022-01-25T00:00:00.000000Z
3660,2,2,aceptable,17931,2021-12-01T00:00:00.000000Z
3661,2,3,aceptable,8914010,2023-11-22T00:00:00.000000Z
3662,4,5,excelente,16934,2023-11-24T00:00:00.000000Z
3663,3,2,aceptable,5246189,2022-06-26T00:00:00.000000Z
3664,3,4,muy bueno,5654037,2021-10-14T00:00:00.000000Z
3665,4,5,excelente,18553,2021-10-02T00:00:00.000000Z
3666,2,2,aceptable,17415,2023-03-24T00:00:00.000000Z
3667,1,1,deficiente,17969,2023-01-02T00:00:00.000000Z
3668,2,3,aceptable,16762,2021-11-15T00:00:00.000000Z
3669,2,3,aceptable,17781,2021-06-08T00:00:00.000000Z
3670,1,1,deficiente,8907322,2023-03-14T00:00:00.000000Z
3671,2,1,regular,7841427,2021-05-03T00:00:00.000000Z
3672,4,3,muy bueno,52216,2023-07-05T00:00:00.000000Z
3673,1,2,regular,16919,2021-11-16T00:00:00.000000Z
3674,5,4,excelente,6819620,2021-09-05T00:00:00.000000Z
3675,5,5,excelente,17420,2022-05-04T00:00:00.000000Z
3676,1,2,regular,16752,2022-05-31T00:00:00.000000Z
3677,5,5,excelente,52198,2021-03-26T00:00:00.000000Z
3678,2,3,aceptable,16921,2023-02-04T00:00:00.000000Z
3679,4,3,muy bueno,18576,2021-06-03T00:00:00.000000Z
3680,5,4,excelente,18397,2023-05-30T00:00:00.000000Z
3681,3,4,muy bueno,18487,2021-02-07T00:00:00.000000Z
3682,3,2,aceptable,17344,2022-07-24T00:00:00.000000Z
3683,1,1,deficiente,16676,2021-11-08T00:00:00.000000Z
3684,2,1,regular,451542,2022-08-11T00:00:00.000000Z
3685,2,2,aceptable,17802,2021-04-23T00:00:00.000000Z
3686,5,4,excelente,17195,2022-03-14T00:00:00.000000Z
3687,5,5,excelente,17342,2023-11-19T00:00:00.000000Z
3688,4,5,excelente,18400,2023-09-07T00:00:00.000000Z
3689,4,3,muy bueno,18605,2023-01-18T00:00:00.000000Z
3690,1,1,deficiente,18397,2021-07-08T00:00:00.000000Z
3691,5,5,excelente,18216,2021-12-27T00:00:00.000000Z
3692,1,1,deficiente,17585,2021-09-03T00:00:00.000000Z
3693,4,3,muy bueno,18300,2023-03-10T00:00:00.000000Z
3694,4,4,excelente,17839,2023-12-12T00:00:00.000000Z
3695,3,2,aceptable,16720,2023-07-06T00:00:00.000000Z
3696,5,5,excelente,16906,2023-10-20T00:00:00.000000Z
3697,5,4,excelente,18382,2022-06-26T00:00:00.000000Z
3698,3,4,muy bueno,18087,2023-09-11T00:00:00.000000Z
3699,3,2,aceptable,52041,2023-10-07T00:00:00.000000Z
3700,4,3,muy bueno,5241188,2021-04-16T00:00:00.000000Z
3701,3,4,muy bueno,18217,2022-10-10T00:00:00.000000Z
3702,2,2,aceptable,9046351,2021-06-13T00:00:00.000000Z
3703,2,2,aceptable,52154,2021-06-28T00:00:00.000000Z
3704,3,4,muy bueno,17009,2023-04-21T00:00:00.000000Z
3705,3,4,muy bueno,7168609,2022-05-05T00:00:00.000000Z
3706,5,4,excelente,17204,2023-04-10T00:00:00.000000Z
3707,4,5,excelente,17026,2022-05-18T00:00:00.000000Z
3708,4,4,excelente,18369,2021-09-01T00:00:00.000000Z
3709,4,3,muy bueno,17330,2023-11-05T00:00:00.000000Z
3710,5,4,excelente,52055,2022-12-18T00:00:00.000000Z
3711,2,1,regular,18192,2022-09-10T00:00:00.000000Z
3712,1,1,deficiente,18357,2021-06-01T00:00:00.000000Z
3713,3,3,muy bueno,4749899,2023-08-16T00:00:00.000000Z
3714,3,2,aceptable,8776080,2022-03-22T00:00:00.000000Z
3715,1,1,deficiente,3568169,2021-07-28T00:00:00.000000Z
3716,3,4,muy bueno,17505,2022-07-10T00:00:00.000000Z
3717,1,1,deficiente,5208757,2022-01-01T00:00:00.000000Z
3718,4,3,muy bueno,3573050,2021-09-14T00:00:00.000000Z
3719,5,5,excelente,52197,2021-02-01T00:00:00.000000Z
3720,4,4,excelente,5201907,2023-06-08T00:00:00.000000Z
3721,1,1,deficiente,17817,2021-07-13T00:00:00.000000Z
3722,5,5,excelente,16850,2023-06-09T00:00:00.000000Z
3723,4,5,excelente,16896,2023-03-11T00:00:00.000000Z
3724,2,3,aceptable,7840405,2023-03-09T00:00:00.000000Z
3725,4,3,muy bueno,17800,2022-06-07T00:00:00.000000Z
3726,4,3,muy bueno,7126494,2023-06-13T00:00:00.000000Z
3727,4,4,excelente,4749887,2023-09-03T00:00:00.000000Z
3728,2,3,aceptable,18118,2021-12-24T00:00:00.000000Z
3729,2,2,aceptable,7928105,2022-04-04T00:00:00.000000Z
3730,2,2,aceptable,5237127,2023-11-18T00:00:00.000000Z
3731,1,1,deficiente,17299,2022-03-26T00:00:00.000000Z
3732,3,2,aceptable,18106,2022-07-19T00:00:00.000000Z
3733,4,5,excelente,17733,2022-08-12T00:00:00.000000Z
3734,2,3,aceptable,18210,2022-09-07T00:00:00.000000Z
3735,5,4,excelente,18040,2023-05-13T00:00:00.000000Z
3736,4,4,excelente,461179,2023-06-28T00:00:00.000000Z
3737,4,4,excelente,18205,2021-11-28T00:00:00.000000Z
3738,2,3,aceptable,18517,2021-01-06T00:00:00.000000Z
3739,2,3,aceptable,17741,2021-06-20T00:00:00.000000Z
3740,2,1,regular,5240281,2023-01-26T00:00:00.000000Z
3741,4,5,excelente,18132,2023-02-09T00:00:00.000000Z
3742,5,5,excelente,16931,2022-12-25T00:00:00.000000Z
3743,4,4,excelente,7887312,2022-09-23T00:00:00.000000Z
3744,4,5,excelente,5218554,2023-11-30T00:00:00.000000Z
3745,4,3,muy bueno,18229,2022-07-09T00:00:00.000000Z
3746,4,3,muy bueno,17512,2021-08-18T00:00:00.000000Z
3747,4,3,muy bueno,17835,2022-08-12T00:00:00.000000Z
3748,2,1,regular,17200,2021-06-02T00:00:00.000000Z
3749,4,5,excelente,17631,2023-10-20T00:00:00.000000Z
3750,4,3,muy bueno,17681,2023-03-21T00:00:00.000000Z
3751,5,5,excelente,17398,2022-09-22T00:00:00.000000Z
3752,2,3,aceptable,17336,2022-04-10T00:00:00.000000Z
3753,3,3,muy bueno,18492,2023-10-29T00:00:00.000000Z
3754,1,1,deficiente,16924,2022-10-07T00:00:00.000000Z
3755,2,3,aceptable,17157,2022-02-18T00:00:00.000000Z
3756,3,2,aceptable,16749,2021-09-16T00:00:00.000000Z
3757,2,1,regular,5237120,2022-08-21T00:00:00.000000Z
3758,2,2,aceptable,17551,2022-10-27T00:00:00.000000Z
3759,4,5,excelente,16858,2021-04-29T00:00:00.000000Z
3760,1,1,deficiente,16956,2022-07-17T00:00:00.000000Z
3761,2,2,aceptable,17585,2023-11-02T00:00:00.000000Z
3762,3,3,muy bueno,18201,2021-11-07T00:00:00.000000Z
3763,5,4,excelente,17883,2023-09-17T00:00:00.000000Z
3764,2,1,regular,17356,2021-01-05T00:00:00.000000Z
3765,4,4,excelente,18215,2022-01-02T00:00:00.000000Z
3766,4,3,muy bueno,52094,2023-12-25T00:00:00.000000Z
3767,1,1,deficiente,9261936,2023-07-25T00:00:00.000000Z
3768,1,1,deficiente,7129053,2022-08-07T00:00:00.000000Z
3769,1,1,deficiente,17872,2022-05-25T00:00:00.000000Z
3770,5,5,excelente,17489,2021-07-29T00:00:00.000000Z
3771,3,4,muy bueno,16766,2021-11-21T00:00:00.000000Z
3772,5,4,excelente,17937,2021-09-05T00:00:00.000000Z
3773,2,1,regular,17731,2022-11-16T00:00:00.000000Z
3774,2,3,aceptable,5213820,2022-06-25T00:00:00.000000Z
3775,3,4,muy bueno,16671,2022-09-10T00:00:00.000000Z
3776,5,4,excelente,17529,2022-01-12T00:00:00.000000Z
3777,5,5,excelente,17880,2022-02-25T00:00:00.000000Z
3778,5,5,excelente,18059,2022-08-18T00:00:00.000000Z
3779,1,1,deficiente,17353,2021-03-25T00:00:00.000000Z
3780,3,4,muy bueno,17996,2023-05-04T00:00:00.000000Z
3781,3,3,muy bueno,18340,2023-01-14T00:00:00.000000Z
3782,3,4,muy bueno,18083,2022-01-19T00:00:00.000000Z
3783,1,1,deficiente,52095,2022-05-02T00:00:00.000000Z
3784,3,4,muy bueno,3991326,2021-01-07T00:00:00.000000Z
3785,2,2,aceptable,18467,2021-06-07T00:00:00.000000Z
3786,1,1,deficiente,17106,2021-02-03T00:00:00.000000Z
3787,2,3,aceptable,17130,2021-08-07T00:00:00.000000Z
3788,5,5,excelente,7928425,2022-08-05T00:00:00.000000Z
3789,4,4,excelente,17770,2021-05-07T00:00:00.000000Z
3790,3,2,aceptable,5237137,2023-08-05T00:00:00.000000Z
3791,4,5,excelente,16730,2022-07-18T00:00:00.000000Z
3792,3,4,muy bueno,18442,2022-09-26T00:00:00.000000Z
3793,4,4,excelente,18044,2023-11-04T00:00:00.000000Z
3794,4,3,muy bueno,17725,2021-01-13T00:00:00.000000Z
3795,5,4,excelente,16767,2023-08-07T00:00:00.000000Z
3796,4,3,muy bueno,7838818,2023-03-28T00:00:00.000000Z
3797,1,1,deficiente,18246,2023-07-22T00:00:00.000000Z
3798,2,3,aceptable,17038,2023-12-12T00:00:00.000000Z
3799,2,3,aceptable,18064,2021-07-09T00:00:00.000000Z
3800,5,4,excelente,17319,2021-10-28T00:00:00.000000Z
3801,3,4,muy bueno,18330,2021-05-30T00:00:00.000000Z
3802,2,1,regular,16954,2023-08-29T00:00:00.000000Z
3803,3,4,muy bueno,4730835,2021-07-27T00:00:00.000000Z
3804,3,4,muy bueno,18008,2021-10-10T00:00:00.000000Z
3805,2,3,aceptable,17779,2021-10-20T00:00:00.000000Z
3806,4,3,muy bueno,7602249,2022-06-04T00:00:00.000000Z
3807,2,3,aceptable,3573057,2022-02-24T00:00:00.000000Z
3808,5,5,excelente,18484,2023-07-20T00:00:00.000000Z
3809,3,4,muy bueno,3569210,2021-12-12T00:00:00.000000Z
3810,1,1,deficiente,17389,2022-02-28T00:00:00.000000Z
3811,4,3,muy bueno,18616,2023-09-03T00:00:00.000000Z
3812,3,3,muy bueno,3962084,2023-02-13T00:00:00.000000Z
3813,2,2,aceptable,17260,2022-07-15T00:00:00.000000Z
3814,3,2,aceptable,5071591,2022-08-10T00:00:00.000000Z
3815,3,3,muy bueno,17652,2022-04-26T00:00:00.000000Z
3816,2,3,aceptable,52162,2022-09-27T00:00:00.000000Z
3817,3,3,muy bueno,5237122,2022-12-04T00:00:00.000000Z
3818,4,5,excelente,18262,2022-02-27T00:00:00.000000Z
3819,4,4,excelente,16859,2023-05-23T00:00:00.000000Z
3820,3,2,aceptable,7126494,2022-03-06T00:00:00.000000Z
3821,2,2,aceptable,17356,2022-05-07T00:00:00.000000Z
3822,3,2,aceptable,17841,2021-02-14T00:00:00.000000Z
3823,4,4,excelente,18506,2021-09-23T00:00:00.000000Z
3824,5,5,excelente,17399,2023-10-04T00:00:00.000000Z
3825,2,1,regular,16751,2022-06-04T00:00:00.000000Z
3826,4,4,excelente,17764,2022-12-08T00:00:00.000000Z
3827,3,3,muy bueno,17730,2022-04-10T00:00:00.000000Z
3828,5,5,excelente,17747,2022-11-09T00:00:00.000000Z
3829,4,3,muy bueno,17148,2021-05-24T00:00:00.000000Z
3830,1,1,deficiente,18254,2023-10-24T00:00:00.000000Z
3831,1,1,deficiente,18140,2022-08-29T00:00:00.000000Z
3832,4,4,excelente,18035,2023-10-19T00:00:00.000000Z
3833,4,3,muy bueno,16867,2021-09-15T00:00:00.000000Z
3834,5,5,excelente,18348,2023-08-24T00:00:00.000000Z
3835,4,4,excelente,9046339,2022-08-23T00:00:00.000000Z
3836,4,5,excelente,18405,2021-10-26T00:00:00.000000Z
3837,5,4,excelente,5241174,2022-11-27T00:00:00.000000Z
3838,4,5,excelente,7902706,2021-06-21T00:00:00.000000Z
3839,3,3,muy bueno,18061,2022-01-06T00:00:00.000000Z
3840,5,4,excelente,17388,2021-06-30T00:00:00.000000Z
3841,1,1,deficiente,5240275,2021-09-24T00:00:00.000000Z
3842,4,5,excelente,52103,2021-10-09T00:00:00.000000Z
3843,4,4,excelente,16698,2023-08-26T00:00:00.000000Z
3844,2,1,regular,17493,2022-06-29T00:00:00.000000Z
3845,2,1,regular,18334,2023-04-01T00:00:00.000000Z
3846,4,3,muy bueno,7908163,2022-09-20T00:00:00.000000Z
3847,3,2,aceptable,16830,2021-02-15T00:00:00.000000Z
3848,1,1,deficiente,18046,2021-02-05T00:00:00.000000Z
3849,1,1,deficiente,52170,2023-01-15T00:00:00.000000Z
3850,1,2,regular,52047,2022-02-06T00:00:00.000000Z
3851,3,3,muy bueno,7928031,2023-02-11T00:00:00.000000Z
3852,5,5,excelente,17859,2021-09-22T00:00:00.000000Z
3853,2,2,aceptable,7403980,2023-08-11T00:00:00.000000Z
3854,5,5,excelente,3962563,2022-01-26T00:00:00.000000Z
3855,3,2,aceptable,7125612,2021-12-20T00:00:00.000000Z
3856,3,3,muy bueno,52197,2023-09-07T00:00:00.000000Z
3857,1,1,deficiente,52061,2023-01-06T00:00:00.000000Z
3858,1,2,regular,17815,2023-11-12T00:00:00.000000Z
3859,3,3,muy bueno,17087,2022-01-12T00:00:00.000000Z
3860,3,4,muy bueno,5237114,2023-10-05T00:00:00.000000Z
3861,5,5,excelente,18302,2021-09-19T00:00:00.000000Z
3862,2,3,aceptable,5237124,2023-09-03T00:00:00.000000Z
3863,1,1,deficiente,18590,2023-08-25T00:00:00.000000Z
3864,2,1,regular,17125,2023-12-04T00:00:00.000000Z
3865,3,3,muy bueno,17513,2022-11-28T00:00:00.000000Z
3866,4,4,excelente,17459,2021-06-29T00:00:00.000000Z
3867,2,2,aceptable,17337,2022-10-29T00:00:00.000000Z
3868,4,5,excelente,18598,2022-07-01T00:00:00.000000Z
3869,4,5,excelente,52115,2022-03-07T00:00:00.000000Z
3870,3,3,muy bueno,18471,2021-03-23T00:00:00.000000Z
3871,3,3,muy bueno,18295,2021-07-17T00:00:00.000000Z
3872,3,3,muy bueno,16695,2021-05-01T00:00:00.000000Z
3873,1,1,deficiente,18104,2022-10-05T00:00:00.000000Z
3874,2,3,aceptable,17002,2023-11-08T00:00:00.000000Z
3875,5,5,excelente,9046351,2022-01-31T00:00:00.000000Z
3876,1,1,deficiente,17955,2021-10-11T00:00:00.000000Z
3877,5,5,excelente,18496,2022-09-28T00:00:00.000000Z
3878,2,2,aceptable,17995,2022-10-28T00:00:00.000000Z
3879,5,4,excelente,17428,2023-04-13T00:00:00.000000Z
3880,5,4,excelente,17430,2021-06-03T00:00:00.000000Z
3881,3,2,aceptable,17026,2021-12-29T00:00:00.000000Z
3882,3,3,muy bueno,52218,2021-12-19T00:00:00.000000Z
3883,3,2,aceptable,5237118,2023-02-28T00:00:00.000000Z
